ID,Reviews,Ratings
33620,"I do love this ring and I wear it all the time. I bought it to wear when my husband and I go on vacation so I don't have to worry about losing my real ring. The stone is already lose but it is a $50 ring and not a $5000 ring. Almost every time I leave the house I get a compliment on this ring. My mom cannot tell the different between this ring and my real wedding ring. It is a little bulkier then the picture leads one to believe, but it is still a wonderful ring. If anything happens and the stone does fall out, I will probably buy another ring because of how much I love this ring.",5
14499,"This ring is exactly what I wanted, I actually bought another and it wasn't quite as solidly made as this ring is. Thanks for the great ring!",5
1185,This gorgeous ring holder sits on my dresser and holds my wedding ring every night. It's gorgeous and I love it!,5
56679,"I ordered this ring for myself last December, and when I opened the ring box when it arrived, it absolutely took my breath away. What a gorgeous ring! The pictures don't do it justice. The size and color of the stone suit my taste perfectly, and the quality of the ring is excellent. I have quite a variety of silver rings, and this ring is one that I wear on a regular basis. My taste in rings is more toward the bold/unique side, and this ring definitely fits the bill!",5
50467,"I bought this ring in a size 3 for a toe ring. It came much sooner than expected, this was the first surprise. Second surprise was the absolutely cute heart-shaped box with a bow on top that the ring came in! And the third surprise was the ring itself which fit perfectly and was totally true to the picture and looked even better in person. I'm already shopping for my second Gem Avenue ring!Kudos to Gem Avenue for supplying small rings for people who like fitted toe rings!!",5
27793,"Im unfortunately a small woman so its almost impossible to purchase rings without having them sized. I purchased this ring so that I would have something to wear while on vacation and doing things that could otherwise harm my expensive rings. I dont even need my expensive rings now. This ring is stunning, delicate, and beautiful. This ring fits and looks awesum!",5
34266,this ring is just the right one for everyone who want a beautiful ring on there hand that it will catch everyone's attention.,5
48772,"Great ring! I tried a different one first but the individual rings were so thin that they snapped within a few weeks. The rings on this one are thicker, making it a bolder and more durable ring. Of course it costs a bit more but you can't go wrong paying for better quality!",5
30926,Recv'd my ring in a timely manner it looks very antique would recommend this ring to any garnet lover!,5
42604,"This is an unfussy and very attractive ring! I purchased it as a replacement for my lost wedding ring. It stacks beautifully with my engagement ring and is also perfect on its own, catching the light with an appealing luminosity.",5
11269,My second engagement Ring got it on my birthday i love this nice and shinny lol must buy ring for anyone,5
9441,"I LOVE this ring! It is very snug because of the thickness of this ring,if you are wanting to buy this ring, buy it a size larger.The ring is just beautiful and although I bought it b/c both my boys have AutismI am using it as new wedding band since I go through rings so often.I don't think I will ever have to replace this ring and am going to buy my hubby one too.",5
18988,I ordered this Baby Blue Topaz Cluster Ring because I am a loyal customer of sterling silver blue topaz rings. Upon recieving this ring I was totally excited and my anticipation of recieving the ring was exciting. This particular cluster is absolutely beautiful the sparkling color of the stones and the quality of the ring.Recieved numerous compliments and would recommend this ring if your looking for a ring that is set nicely with the blue topaz stones. I am completly satisfied and will order from this site again.,5
55505,I ordered this Baby Blue Topaz Cluster Ring because I am a loyal customer of sterling silver blue topaz rings. Upon recieving this ring I was totally excited and my anticipation of recieving the ring was exciting. This particular cluster is absolutely beautiful the sparkling color of the stones and the quality of the ring.Recieved numerous compliments and would recommend this ring if your looking for a ring that is set nicely with the blue topaz stones. I am completly satisfied and will order from this site again.,5
55511,I ordered this Baby Blue Topaz Cluster Ring because I am a loyal customer of sterling silver blue topaz rings. Upon recieving this ring I was totally excited and my anticipation of recieving the ring was exciting. This particular cluster is absolutely beautiful the sparkling color of the stones and the quality of the ring.Recieved numerous compliments and would recommend this ring if your looking for a ring that is set nicely with the blue topaz stones. I am completly satisfied and will order from this site again.,5
19548,"Sterling silver and black enamel comes to life in the cross ring as the five crosses on this very stunning ring radiate from my hand. I have had so many comments on the beauty of this ring and the grace that fills one's soul as they admire the beauty of the interactions of the silver, the black and the design of the ring. Many have ask where to purchase the ring so they to can share their inner feelings in an outward way without having to say a work, but allow the ring to speak for them. The silver and black enamel cross ring speaks for its self.Utterly undescibable.",5
25378,"My fiance and I looked at many different rings and I fell in love with this ring, it was everything I wanted in an engagement ring! Now I have been wearing it for awhile now and it is perfect! No regrets buying this ring at all!",5
10535,"I wanted to know if this ring is like 2 rings in one, because this ring is beyond gorgeous, I just love it.",5
57009,I bought two of these rings to fit on either side of my own platinum princess wedding ring to help anchor and to add to the ring. Perfect fit! I have had a lot of compliments on my "new ring".,5
45203,"I got this ring for my birthday and I love it, I cannot imagine a woman not adoring this ring.",5
6135,I was at first skeptical about this ring as the price was very low and I don't wear a lot of gold. I purchased the ring as I have a few nice gold necklaces I wear and I wanted a ring to work with them all. The ring doesn't look like a $35 ring.,5
44135,This ring is awesome! I wear the ring on my index finger and it fits great! Comfortable ring.,5
20090,"Not only is the ring beautiful, the jeweler was very accommadating in having the ring reach us in time. We appreciate the care and quick receiving of the ring. Thank you!",5
8110,I was very pleased with the quality of this item. Will definately reccommend Eve's Addiction to all my friends and family.,5
32674,THIS ITEM WAS A WONDERFUL SURPRISE. THE QUALITY IS SO MUCH MORE THAN I COULD HAVE EVER HOPED FOR.,5
4375,Very impressed with the quality of my item. Delivery was fast. Would definately buy from this seller again,5
10758,Very impressed with the quality of my item. Delivery was fast. Would definately buy from this seller again,5
41889,I was very impressed with the quality and would not hesitate to purchase other items from the Seller. Their service was also exceptional.,5
51907,I was not completely sure about buying jewlery over the Internet. For this type of gift I like to see and handle the item to decide. I was pressed for time and I did like the pictures of the item so I decided to take a chance. I'm glad I did as I was very impressed by the quality and appearance when the item arrived. The price was low compared to the quality and my wife and I were very pleased with this jewlery item.,5
38305,"The flute charm is so detailed and is of very high quality. You can see all the keys, any flute fan would adore having this item.",5
22058,Item was great quality and came promptly. I'm very happy with it and recommend it unreservedly.,5
10612,"You have to see these in person to appreciate how beautiful they really are. They are so shiny, i feel very pretty in them. They look very expensive too, much more than the cost.They also go with any color. They are just beautiful!",5
17166,I THINK THIS NECKLACE IS WELL WORTH THE MONEY. IT IS DELICATE AND SIMPLE. YET IT IS VERY PRETTY. CAN BE LAYED FOR A BEAUTIFUL LOOK.,5
36164,I got the ring as a promise ring for my girlfriend for Christmas and she loved it. Definitely a great value.,5
58481,"my wife loves the ring, it was a great gift. extremelly cheap and high quality.",5
26246,This was a birthday gift for my 16 YO niece. She loves the ring and was very happy to have received it.,4
2033,"I love my birthstone and I wanted a piece of jewelry that symbolized the simple purity of the Blue Topaz. This ring did that for me. As a gift to myself for my birthday this year, it was definitely a great gift and a welcomed addition to my collection.",5
48779,i got this ring as a gift from my boyfriend and i love it. the only thing is that if the rings are not position correctly it pinches the skin.,5
34523,This ring has such a good sparkle and it looks like a ring that should cost 10x the amount. Makes a great gift for someone on a budget. My girlfriend loves it.,5
9726,A great gift to your loved one and an ever better seller. The seller deals with you in the most professional way and the security measures are superb.,5
56494,I bought this ring for my husband and he loved it. I received it when they said I would and it is a great ring,5
49525,this product made for a great gift and great memorize for my love and me. It something we will always have. a helping gift from the heart that always shows you care.,5
45278,I love this ring fits just right and I showed my daughter the ring and she loved it as well. Great for everyday wear and the price was great..,5
35694,My neice loves her birth stone so I got it for her for a Christmas Gift.I also love it also. great,5
41876,I bought this as a gift for a friends birthday and she loved it. It's a beautifull ring.,5
17309,"I always love Willow Tree. they make great gifts for great people in your life. I have quite a collection, and I hope to continue to build it",4
11135,I've owned several Claddagh rings over the years and lost my last one. I received this one as a gift recently and I truly love it. It's sturdy and the design is crisp. I can easily recommend this one as a lovely ring.,5
17273,My mother loved this and was a great birthday gift. These look even better in person and go great with anything.,5
11247,I have always wanted a claddaugh ring.This price was great.I love it,5
57123,Very disappointed in the appearance and quality of the bracelet and its definitely not worth $45.00 - not even close.,1
25299,the bracelet was not a true 9  the necklace perfect the bracelet nice quality just not true to length,2
55017,"I bought this bracelet for my girlfriend and I was not very impressed with the quality. The bracelet itself looks cheap and the clasp is extremely fragile, in fact the first night she wore the bracelet out the clasp broke on one side. I definitely would not recommend this bracelet.",1
7432,"This bracelet is poor quality of gemstones and poor craftsmanship. Gemstones are very cloudy and some of the joints in the chain or fused together and the bracelet therefore can't be straightened out completely. In other words, if you unfasten the bracelet and lay it out on the counter it will not form a straight line because some of the joints in the bracelet are fused together and do not bend so you cannot straighten the bracelet. Don't buy this, it's junk.",1
2114,"The stones on this bracelet are extremely pale, more pink than purple. I ended up returning the bracelet because I have amethyst jewelry and it was extremely poor quality.",2
40871,"I purchased this bracelet as a gift last December. The quality of the clasp is quite poor and it gradually lost it ability to stay closed. Recently, the bracelet fell off because of the poor clasp and was damaged greatly. Avoid this bracelet!",1
33251,"I am happy with the product, I received it as advertised and in a timely manner; seller/Amazon kept me updated about shipment/delivery status. Would recommend item and seller",5
17304,I have purchased several items from Netaya and not only are the products first rate but the packaging and customer service are excellent.,5
50019,The earrings were just as described the transaction was smooth and easy and the product was shipped and received in the time frame that was quoted I am very pleased with this purchase,5
27679,Item was shipped and received within the time limit given. Good quality product t t t t t t t,2
6158,Wonderful shopping experience I purchased the item for holiday presents and the whole order came quickly and in wonderful condition.,5
22408,The product arrived in a very short period of time and was perfect. It was described perfectly and was everything I had hoped,3
29722,I received this Italian horn in pristine condition and I was completely satisfied with the receiving of this product in a timely manner.,4
36677,this item looks all most exactly like in the pictures very pleased shipping was ver fast had the item 3 days after order with choosing stranded shipping worth the $$ any time,5
2780,arrived before estimated date. many previous orders from this seller which always are on time and in excellent condition,5
17944,the product i recieved was nice it came in a timley matter faster than i expected will order this item again,5
19944,"am very pleased with my purchase, speedy shipping will use again",5
31657,"I am happy to say that though I did not receive my order the first time I ordered this cross, the company and Amazon did stand behind their product and refund the money spent on the item. Since they did, I re-ordered the item and it arrived in a timely manner. The cross is really nice. Thank you for the great customer service!",5
52867,the product arrived in perfect condition but the shipping is ridiculously slow. i will not order from them again.,4
49216,My item came quickly and in plenty of time for Christmas. They were a huge hit with the person who received them,4
40373,"I bought this to wear with my alice in wonderland costume for halloween, but I've been wearing it ever since I received it and have actually gotten a lot of compliments on it :)",5
28648,The days I do not wear the blue one I wear this one. I really enjoy wearing something Celtic and pretty.,5
37486,This pendant I classify as the best for casual wear. I wear on the weekends or out & about but isn't not suited for my work or my going out events,4
30640,This lapel pin is the perfect detail to wear your colors. I plan to wear it on my lapel when I wear a suit. This pinis nice enough to wear in formal occasions.Wear it with pride!!,5
2131,I wanted a classy piece to wear on my right hand for work when I'm wearing Gold. I found that I will end up wearing this outside of work. Very classy looking,5
19852,very good for everyday wear or dressing up,5
2134,ery suitable for wearing for fashionable occasions. very dressy,5
36585,I am looking forward to wearing them as they sparkle and catch every eye at my son's wedding on June 30,4
26535,I wear this charm in memory of 3 friends that have passed away. I wish I didn't have to wear it but it is in their honor that I do.,4
51474,This item is perfect for daily wear but is still elegant enough for dress. You will receive many compliments when wearing it.,5
21070,I get compliments every time I wear this necklace. It has quickly become a part of my everyday wear!,5
56330,great way to support the local pro sports team without wearing an oversized jersey or a hat to mess up the hair,5
53660,These are nice to wear when you want something casual to wear. They are very comfortable.,5
44126,It is so unique and a pleasure to wear. The stones catch the light and the style is very comfortable to wear.,5
13373,The item was not as pictured. It is funky and of poor quality. The seller did not respond when I contacted him about this.,1
17607,"This product was hollow, which was not clearly specified in the item description. It was not what I was expecting and seemed to be poor quality. I returned the item.",1
41459,Disappointed by quality of item. Too fragile and thin and discolored on back of charm. If not returnable I will not be ordering from Amazon or this jeweler in the future. Thank you,1
54748,Item arrived extremely damaged in several places. Not packaged well had to send it back. Very disappointed with the quality.,2
33571,The item was misrepresented. Size and quality were horrible. I would return this item except family member is in the Coast Guard and it was sent to him. A total waste of money.,1
45860,This is one of the most beautiful rosarys I have seen. The smoothness and color of the beads is so translucent looking that it almost looks like glass. The workmanship is excellent and the details are beautiful. A truly beautiful piece to own.,3
46500,The Earrings you sent me are real light in color not the pretty dark color you show in the picture. They look almost light pink. I will keep them they are also pretty but not what I expected.,4
27474,"The diamond looks pretty big. For the price, it shines brilliantly. The color doesn't look very white though. But you don't expect K color to be very white. Overall, I think it's pretty. and I am very happy with it.",4
43945,"The diamond looks pretty big. For the price, it shines brilliantly. The color doesn't look very white though. But you don't expect K color to be very white. Overall, I think it's pretty. and I am very happy with it.",5
52837,I can imagine this sparkling around my girlfriends tanned toe in the sun. Too bad its winter. But I will be looking forward to. It should be a pretty sight.,5
12358,These look quite like their photograph. They are very colorful and you know they are turtles. I've seen them elsewhere for quite a high price and these are beautiful.,5
41319,The ring is exactly as pictured and looks very pretty on my hand. The color of the stones is rich and beautiful.,5
39932,This dainty heart looks absolutely beautiful on. It picks up the colors of your clothing. It is an amazing price for such a beautiful pendant.,5
45146,"You will not find a better deal for the money anywhere. This ring is so beautiful. The craftsmanship is meticulous and extensive. Also, the mussel shells are pinker in person than they look online. They are deep in color in various shades of iridescent mauve.",5
50197,The look is very beautiful with a smooth finish. It closes firmly with a clic and has a classic look.,5
8341,The smaller carnelian beads have a clear beautiful orange color. It would be great if the elastic was the same color of the beads. Very beautiful.,5
52375,The message is very positive and it looks very pretty. I bought it for my aunt as a present and the color is very nice.,4
209,This ring looks nothing like the picture. the diamonds are small and not very noticeable; I will be sending this back,1
28542,The ring was nice and looked like picture but had a crack in one Garnet and another one had a large chip.,2
216,"This rings looks nothing like the picture at all! The stones are so small I can barely even tell they are stones, then the ring is so thin and small. It looks like a ring I would buy in a egg from a machine. I returned it promptly. This was a very misleading buy.",1
47345,I didn't like this product because the diamonds looked nothing like the picture. The diamonds are flawed more than a little bit.,1
11356,"Although the picture shows a cute looking ring this ring isn't pretty. The fringed look, only looks like the ring has been left on the floor and someone ran it over with a vaccum cleaner.",1
33632,"I usually love rings from this company but be warned that this ring doesn't look anything like the picture. The ring I received had a super long rectangular stone, not a nice square as seen in the picture. Mine was also tarnished or looked like it had torch marks up the side. I will definitely be returning this ring.",2
38637,"I was a little disappointed when I received my ring in the mail. In the picture provided above the sides look like they make a heart shape, or at least it looks like smooth, clean curved lines. The ring I got in the mail looks like the sides are smushed in and not clean curves. Other then that I like it. I just wished it looked like the picture.",3
7110,"The diamonds in the picture are nothing close to the size they look in the picture but the ring is awesome and I would absolutely recommend it to anyone for the price. Hands down, no doubt. The ring looks amazing for the price. Just don't expect the diamonds to look as big as they do in the picture.",4
6649,I received my ring and was a little disappointed that the ring is not completely blue (like the picture shows). It looks like I got a blue flower with green leaves. So it makes the ring look blue and green. Very small ring. Not worth $6.99 but more like $3.,3
51356,"This ring looks beautiful in the picture but when you see it in reality, the cubic zirconia so small and the ring looks so tiny. Also, the cubic zirconia is dull. The ring I received looks like it was worn. Very disgusted with my purchase. Won't buy from this seller again. I do not like false imaging. The ring looks cheap and should be sold for much less. A real rip-off!",1
44358,"I got this ring hoping that it looks like the picture which was misleading. If you purchase this ring, please be aware that it is 1/10 cttw which means that the diamonds are really small. If you are a man looking to buy a ring for his significant other, I would recommend you spend it a little bit more and buy a better looking ring. I ended up returning it.",2
36165,"This ring is alot smaller in person than in pictures, the pictures make it look like the diamonds are decent size and they are very small, I was a little disappointed.",3
943,"It looks like a ring for a man when you look at the picture online, but in real life its a very feminine looking ring.",1
37864,I fell in love with the picture. The ring showed to be sligthly brushed looking. When the ring arrived I was quick to learn the picture looks nothing like the ring. The ring is a bright polish and the yellow gold is barely visiable. I'm very disappointed with amazon for the lack of description.,2
642,This medical alert braclet looked just like its picture and is nice quality sterling silver.,5
10642,From the picture they looked to have some purple in them but they are clear just like the title says.,3
37794,"the earrings are as in the picture, stones look good and are light and comfortable, reasonable quality for the price. The silver does not look as in the picture but just like polished silver.",4
45518,It was much smaller than it looked like in the picture and the silver necklace seemed to be of poorer quality than expected.,2
3494,It is as nice as it looks on the picture. :) I like it. :),5
735,This is a perfect size solid charm that looks the same on either side. Silver is nicely finished and the enamel is a nice highlight. Really looks like the picture.,5
10037,These are not what I thought they were going to be they look good in the picture but when I got them the quality just isn't there. I can't wear them with out completely bending the hooks out of shape. They are more like silver plastic.,1
41872,Looked just as well as the picture does. Only thing i could say is that it is a little more polished than it looks like and the black stands out which looks very nice.,5
28543,The diamond had a crack in one Garnet and another one had a large chip.,2
53409,"Although the picture looks like metal beads and description states sterling silver, these are pearls.",3
56865,Looks exactly like the picture. Very nice quality. A must for everyone who is a Tiger fan and owns an Italian Charm Bracelet.,5
44489,I just got these yesterday as a Christmas gift- so far they look just like the picture and seem very nice.,5
44490,These are very good quality. They are light weight and nice small size. Just as described. They look like the picture.,5
56830,"I really liked these earrings. However, i agree with one of the earlier reviews that I thought they would have been a little bigger.
",3
56830,"I really liked these earrings. However, i agree with one of the earlier reviews that I thought they would have been a little bigger.
",3
56830,"I really liked these earrings. However, i agree with one of the earlier reviews that I thought they would have been a little bigger.
",3
